Player,EVENTS PLAYED,PGA TOUR WINS,INTERNATIONAL WINS,CUTS MADE,RUNNER UP,THIRD PLACE FINISHES,TOP 5 FINISHES,TOP 10 FINISHES,YEAR JOINED TOUR,OFFICIAL MONEY,ALL WINS,FEDEXCUP CHAMPION
Dennis Tiziani,35,0,0,10/35,0,0,0,0,-,"$4,045",,
Mario Tiziani,38,0,0,14/38,0,0,0,0,-,"$222,001",,
Harry Todd,70,1,0,70/70,2,2,12,19,-,"$21,032",,
Brendon Todd,313,3,0,183/313,2,1,12,30,2012,"$19,529,249",,
Rick Todd,34,0,0,8/34,0,0,0,0,-,"$49,316",,
John Toepel,65,0,0,29/65,0,1,1,2,-,"$18,095",,
Ryuko Tokimatsu,4,0,0,1/4,0,0,0,0,-,$0,,
Esteban Toledo,290,0,1,148/290,2,2,4,11,-,"$3,744,953",,
Tommy Tolles,233,0,0,122/233,2,5,13,24,-,"$3,387,665",,
David Toms,617,13,0,414/617,16,9,64,111,1991,"$41,901,709",,
Peter Tomasulo,55,0,1,21/55,0,0,0,0,2009,"$530,617",,
Manuel Torres,1,0,0,0/1,0,0,0,0,-,$0,,
Sam Torrance,32,0,0,16/32,1,1,2,2,-,"$298,345",,
Felice Torza,77,0,0,66/77,1,0,3,5,-,"$9,568",,
Harry Toscano,147,0,0,83/147,0,0,4,8,-,"$49,310",,
Bob Toski,232,5,0,213/232,0,3,15,35,-,"$105,484",,
Alejandro Tosti,43,0,0,20/43,2,0,3,6,2024,"$2,328,981",,
Eddie Townes,19,1,0,17/19,0,0,3,6,-,$75,,
Ken Towns,51,0,0,39/51,0,0,0,1,-,"$12,202",,
Peter Townsend,51,0,0,29/51,0,0,1,4,-,"$38,283",,
Ethan Tracy,27,0,0,13/27,0,0,0,0,2018,"$387,255",,
Martin Trainer,153,1,0,42/153,1,0,3,5,2018,"$2,770,586",,
D.J. Trahan,370,2,0,188/370,1,1,9,31,2005,"$11,134,640",,
John Traub,34,0,0,5/34,0,0,0,0,-,"$5,195",,
Lee Trevino,481,29,0,409/481,33,21,117,166,-,"$3,478,328",,
Cameron Tringale,338,0,0,216/338,4,5,17,31,-,"$17,310,004",,
Kirk Triplett,501,3,0,330/501,8,8,27,67,-,"$14,096,656",,
Paul Trittler,72,0,0,28/72,0,0,0,0,-,"$106,994",,
Gary Trivisonno,40,0,0,13/40,0,0,1,1,-,"$27,205",,
Dennis Trixler,146,0,0,58/146,0,0,0,2,-,"$178,601",,
Bill Trombley,63,0,0,49/63,1,0,3,5,-,"$9,183",,
William Trovinger,10,1,0,7/10,0,0,1,1,-,$0,,
Ted Tryba,353,2,0,181/353,4,4,11,17,-,"$3,853,236",,
Ty Tryon,32,0,0,8/32,0,0,0,1,-,"$146,788",,
Chris Tucker,59,0,0,14/59,0,1,1,1,-,"$111,920",,
Murray Tucker,29,0,0,22/29,0,0,0,0,-,$488,,
Dick Turner,46,0,0,34/46,0,0,0,1,-,"$3,069",,
Jerod Turner,26,0,0,8/26,0,0,0,0,-,"$91,343",,
Stanley Turner,1,1,0,1/1,0,0,1,1,-,$0,,
Ted Turner,36,3,0,34/36,2,0,6,13,-,"$2,617",,
Jim Turnesa,368,2,0,330/368,5,8,34,70,-,"$87,706",,
Joe Turnesa,192,15,0,185/192,14,11,66,103,-,"$11,715",,
Marc Turnesa,124,1,0,44/124,1,0,3,3,2008,"$2,075,845",,
Mike Turnesa,156,6,0,153/156,9,3,26,62,-,"$20,714",,
Phil Turnesa,22,1,0,22/22,1,1,3,7,-,$75,,
Billy Tuten,46,0,0,19/46,0,0,0,0,-,"$59,833",,
Bob Tway,683,8,0,465/683,11,10,46,103,1984,"$15,785,815",,
Kevin Tway,251,1,0,127/251,1,3,8,11,2014,"$8,660,437",,
Greg Twiggs,259,1,0,108/259,1,2,5,7,-,"$767,294",,
Tray Tyner,110,0,0,40/110,0,0,1,1,-,"$290,956",,
Howard Twitty,659,3,0,422/659,6,6,25,53,-,"$2,713,551",,
Tom Ulozas,57,0,0,33/57,1,1,3,4,-,"$42,843",,
Wally Ulrich,206,1,0,185/206,1,1,8,24,-,"$36,218",,
Peter Uihlein,126,0,3,65/126,0,1,7,10,-,"$4,043,733",,
Hal Underwood,49,0,0,34/49,1,0,3,4,-,"$46,237",,
Bob Unger,37,0,0,22/37,0,0,1,1,-,"$16,211",,
Brett Upper,174,0,0,86/174,0,1,2,11,-,"$380,528",,
Omar Uresti,390,0,1,184/390,0,2,5,14,1995,"$3,886,786",,
Sam Urzetta,35,0,0,28/35,0,0,0,0,-,"$2,925",,
Stan Utley,202,1,0,80/202,0,0,1,6,1988,"$674,546",,
Tommy Valentine,261,0,0,110/261,1,2,7,12,-,"$327,757",,
Sami Valimaki,38,0,6,21/38,1,0,2,2,-,"$2,560,716",,
Enrique Valverde,1,0,0,0/1,0,0,0,0,-,$0,,
Tyrone Van Aswegen,154,0,0,92/154,0,1,2,4,2014,"$3,333,496",,
Jean Van de Velde,49,0,0,29/49,3,0,3,4,-,"$1,461,346",,
Dawie van der Walt,57,0,2,22/57,0,0,0,0,2016,"$583,479",,
Tjaart van der Walt,54,0,0,26/54,1,0,1,2,-,"$917,760",,
Bo Van Pelt,468,1,2,281/468,4,6,21,53,1999,"$21,402,289",,
Erik van Rooyen,125,2,3,75/125,1,1,6,17,-,"$9,341,475",,
Kieron van Wyk,2,0,0,1/2,0,0,1,1,-,$0,,
Jaco Van Zyl,29,0,6,8/29,0,0,0,0,-,"$53,763",,
Harold Varner III,191,0,2,123/191,1,2,6,16,-,"$10,618,502",,
Bruce Vaughan,35,0,0,15/35,0,0,0,0,-,"$77,561",,
Vance Veazey,113,0,0,36/113,0,0,0,1,-,"$685,333",,
Tommy Veech,28,0,0,23/28,0,0,1,2,-,"$10,030",,
Jhonattan Vegas,316,4,1,210/316,3,4,19,28,2011,"$19,560,027",,
Kevin Velo,10,0,0,2/10,0,0,0,0,2025,"$36,349",,
Daniel Venezio,1,0,0,0/1,0,0,0,0,-,$0,,
Kris Ventura,62,0,0,25/62,0,0,1,3,2020,"$1,442,077",,
Ken Venturi,306,14,0,223/306,8,7,50,77,-,"$268,263",,
Steven Veriato,102,0,0,41/102,1,0,1,3,-,"$69,531",,
Scott Verplank,644,5,1,418/644,14,8,49,93,1986,"$27,500,225",,
Bob Verwey,136,1,0,101/136,1,2,5,13,-,"$78,588",,
Karl Vilips,8,1,0,4/8,0,0,1,1,-,"$820,640",,
Camilo Villegas,425,5,1,256/425,5,7,21,43,2006,"$23,413,964",,
Ellsworth Vines,134,0,0,129/134,5,9,23,43,-,"$43,322",,
Donald Vinton,11,1,0,9/11,1,0,3,4,-,$0,,
Everette Vinzant,67,0,0,39/67,0,0,0,1,-,"$2,510",,
George Voigt,15,2,0,14/15,1,1,5,8,-,$0,,
Wayne Vollmer,55,0,0,32/55,1,0,1,1,-,"$23,458",,
George Von Elm,69,5,0,64/69,8,5,27,37,-,"$10,228",,
Norman Von Nida,33,0,0,29/33,0,0,4,8,-,"$10,165",,
Ernie Vossler,173,3,0,159/173,5,2,14,25,-,"$74,229",,
Bobby Wadkins,715,0,0,464/715,6,6,29,50,-,"$2,822,418",,
Johnson Wagner,362,3,0,186/362,5,2,15,23,2007,"$12,591,106",,
Lanny Wadkins,692,21,1,486/692,21,15,85,139,-,"$6,355,681",,
Fred Wadsworth,143,1,0,39/143,0,0,1,3,-,"$235,449",,
Grant Waite,411,1,2,205/411,5,1,8,22,-,"$4,583,879",,
Rocky Walcher,55,0,0,14/55,0,0,0,1,-,"$102,697",,
Duffy Waldorf,595,4,0,370/595,8,6,34,62,1990,"$11,932,543",,
Cyril Walker,77,5,0,76/77,4,11,32,42,-,$913,,
Danny Walker,11,0,0,5/11,0,0,0,1,2025,"$1,046,818",,
Jimmy Walker,426,6,1,256/426,4,3,25,46,2005,"$27,710,805",,
"James Walkup, Jr.",26,0,0,22/26,0,0,1,5,-,"$2,447",,
Art Wall,601,14,0,518/601,27,11,79,148,-,"$637,250",,
Frank Walsh,158,2,0,154/158,11,3,33,65,-,"$9,818",,
Matt Wallace,126,1,11,75/126,0,2,6,10,2020,"$7,165,859",,
Retief Waltman,30,0,0,24/30,0,0,0,0,-,"$2,826",,
Bobby Walzel,186,0,0,111/186,0,2,5,15,-,"$208,535",,
Fred Wampler,165,1,0,142/165,1,1,4,14,-,"$28,571",,
Marvin (BUD) Ward,44,1,0,39/44,0,2,7,8,-,"$1,973",,
"Harvie Ward, Jr.",28,0,0,23/28,0,1,3,5,-,$0,,
Steve Warga,19,1,0,16/19,0,1,2,4,-,"$3,053",,
Ben Warian,2,0,0,1/2,0,0,0,0,-,"$7,800",,
Charles Warren,197,0,0,105/197,1,2,3,14,-,"$5,143,839",,
Paul Waring,17,0,2,4/17,0,0,0,1,2025,"$146,552",,
Marc Warren,18,0,7,14/18,0,0,0,0,-,"$499,602",,
Aaron Watkins,40,0,0,10/40,0,0,0,2,2009,"$600,433",,
Matthew Watkins,1,0,0,0/1,0,0,0,0,-,$0,,
Randy Watkins,32,0,0,9/32,0,0,0,1,-,"$14,427",,
Scott Watkins,105,0,0,37/105,0,0,0,0,-,"$49,251",,
Nick Watney,496,5,2,300/496,6,0,22,56,2005,"$29,412,965",,
Alex Watson,19,1,0,17/19,0,0,2,3,-,$125,,
Al Watrous,141,8,0,136/141,5,9,35,68,-,"$11,074",,
Bob Watson,82,0,0,62/82,0,0,0,2,-,"$5,886",,
Bubba Watson,370,12,0,267/370,14,6,49,74,2006,"$48,385,778",,
Denis Watson,296,3,0,139/296,7,1,14,22,1981,"$1,288,621",,
Brian Watts,176,0,0,95/176,1,1,2,9,-,"$2,371,525",,
Tom Watson,619,39,4,501/619,32,23,123,219,1971,"$11,081,140",,
Bert Weaver,296,1,0,244/296,3,4,18,36,-,"$161,210",,
Buddy Weaver,39,0,0,36/39,0,0,0,0,-,"$3,635",,
DeWitt Weaver,287,2,0,159/287,2,2,9,21,-,"$273,435",,
Gene Webb,63,0,0,56/63,0,0,1,4,-,"$8,883",,
Doug Weaver,35,0,0,11/35,0,0,0,0,-,"$25,470",,
Ron Weber,39,0,0,23/39,0,0,1,2,-,"$3,508",,
Boo Weekley,319,3,0,191/319,3,3,14,31,2002,"$15,167,517",,
Wilford Wehrle,34,0,0,31/34,0,1,5,8,-,$0,,
Matt Weibring,43,0,0,19/43,0,0,0,1,-,"$719,272",,
D.A. Weibring,571,5,0,395/571,8,9,36,69,1977,"$4,770,705",,
Mike Weir,466,8,2,270/466,10,8,41,69,1998,"$28,043,420",,
John Weitzel,41,0,0,37/41,0,1,1,2,-,"$4,486",,
Tom Weiskopf,476,16,0,386/476,25,27,87,136,-,"$2,241,687",,
Kelly Welsh,1,0,0,0/1,0,0,0,0,-,$0,,
Kevin Wentworth,105,0,0,33/105,1,0,2,7,-,"$1,044,288",,
Trevor Werbylo,34,0,0,15/34,0,0,0,0,2023,"$317,243",,
Richy Werenski,207,1,0,104/207,2,4,9,11,2017,"$6,789,530",,
Nick Weslock,33,0,0,30/33,1,1,5,8,-,"$1,292",,
James West,25,1,0,24/25,1,2,5,10,-,$0,,
Mike West,37,0,0,12/37,0,0,0,0,-,"$25,078",,
Kyle Westmoreland,40,0,0,12/40,0,0,0,0,2023,"$348,379",,
Lee Westwood,268,2,42,214/268,8,6,30,48,-,"$23,864,250",,
Vince Whaley,122,0,0,71/122,1,0,3,9,2020,"$4,446,033",,
Brett Wetterich,172,1,0,83/172,4,0,6,14,2001,"$7,008,473",,
Ed Whalley,25,0,0,15/25,0,0,0,0,-,$263,,
Greg Whisman,60,0,0,26/60,0,0,0,0,-,"$154,689",,
Frank Wharton,151,0,0,110/151,0,0,0,3,-,"$19,395",,
Steve Wheatcroft,170,0,0,80/170,1,1,4,7,2007,"$2,964,824",,
Brett White,3,0,0,1/3,0,0,0,0,-,"$160,583",,
Buck White,138,3,0,121/138,1,1,5,11,-,"$29,287",,
Carlton White,73,0,0,32/73,0,0,1,1,-,"$32,729",,
Jim White,33,0,0,9/33,0,1,1,1,-,"$6,227",,
Orville White,66,2,0,66/66,1,2,10,23,-,"$8,676",,
Tom Whitney,30,0,2,11/30,0,0,0,0,-,"$505,177",,
Larry White,53,0,0,35/53,0,1,1,4,-,"$17,528",,
Don Whitt,221,2,0,187/221,3,3,18,24,-,"$93,141",,
Ron Whittaker,77,0,0,27/77,0,0,0,1,-,"$404,316",,
Charlie Wi,263,0,9,161/263,5,1,14,21,2005,"$10,079,659",,
Tim Widing,14,0,0,2/14,0,0,0,0,-,"$83,847",,
Mark Wiebe,500,2,0,288/500,8,5,26,47,-,"$4,314,460",,
Jim Wiechers,277,0,0,212/277,4,3,19,32,-,"$329,169",,
Phil Wiechman,33,0,0,18/33,0,0,0,0,-,"$2,151",,
Will Wilcox,72,0,2,38/72,1,0,2,8,2014,"$2,568,869",,
Bernd Wiesberger,69,0,10,46/69,0,0,1,2,-,"$1,785,446",,
Terry Wilcox,157,0,0,111/157,2,1,4,12,-,"$106,363",,
Bert Wilde,15,2,0,15/15,0,0,3,4,-,$110,,
Tim Wilkinson,201,0,0,100/201,1,1,3,8,2009,"$4,299,023",,
Dan Williams,42,0,0,39/42,3,4,12,25,-,$605,,
Connor Williams,1,0,0,0/1,0,0,0,0,-,$0,,
Danny Willett,147,1,7,86/147,1,3,6,13,2015,"$8,536,855",,
Eddie Williams,50,1,0,41/50,1,1,6,12,-,$714,,
Harold Williams,78,0,0,57/78,0,0,1,2,-,"$5,354",,
Bud Williamson,35,0,0,32/35,1,1,3,4,-,"$4,975",,
Henry Williams,117,1,0,103/117,1,0,4,8,-,"$15,317",,
Lee Williams,39,0,0,16/39,0,0,0,0,2013,"$240,441",,
O. Willing,7,1,0,7/7,1,3,6,7,-,$0,,
Jay Williamson,377,0,0,195/377,2,1,6,18,-,"$5,944,298",,
Garrett Willis,227,1,0,107/227,1,0,3,5,2001,"$3,950,898",,
Chris Wilson,31,0,0,8/31,0,0,0,0,-,"$85,214",,
Brian Wilson,34,0,0,13/34,0,0,0,0,-,"$180,300",,
Dean Wilson,263,1,0,148/263,2,3,7,21,-,"$8,924,744",,
Jeffrey Wilson,38,0,0,14/38,0,0,1,1,-,"$78,382",,
Jim Wilson,30,0,0,4/30,0,0,0,0,-,"$4,995",,
John Wilson,145,0,0,72/145,0,0,3,5,-,"$642,913",,
Mark Wilson,392,5,0,224/392,1,4,12,32,2003,"$15,343,537",,
Oliver Wilson,34,0,4,18/34,0,0,2,3,-,"$453,217",,
Nikolaus Wimmer,,,,,,,,,,,,
Jack Winer,,,,,,,,,,,,
Gary Wintz,81,0,0,36/81,0,0,0,1,-,"$21,147",,
Bo Wininger,259,6,0,250/259,13,5,39,76,-,"$165,219",,
Aaron Wise,140,1,0,86/140,3,1,7,16,2018,"$11,856,231",,
Thaworn Wiratchant,6,0,19,3/6,0,0,0,0,-,"$45,546",,
Larry Wise,60,0,0,34/60,0,0,2,3,-,"$27,152",,
Jimmy Wittenberg,26,0,0,11/26,0,0,0,1,-,"$6,296",,
Bob Wolcott,168,0,0,72/168,0,2,2,5,-,"$443,973",,
Matthew Wolff,65,1,0,45/65,4,0,7,7,-,"$7,607,287",,
Casey Wittenberg,83,0,0,32/83,0,0,1,4,2009,"$1,321,334",,
Chris Wood,40,0,4,27/40,0,1,2,3,-,"$1,004,341",,
Randy Wolff,80,0,0,59/80,1,0,3,3,-,"$44,720",,
Craig Wood,271,21,0,257/271,27,20,104,159,-,"$54,938",,
Thorne Wood,34,0,0,21/34,0,0,0,0,-,$868,,
Larry Wood,171,0,0,106/171,1,0,3,6,-,"$82,729",,
Tom Woodard,34,0,0,7/34,0,0,0,0,-,"$6,686",,
Willie Wood,492,1,0,263/492,4,3,12,23,-,"$2,760,886",,
Jeff Woodland,70,0,0,30/70,0,0,0,2,-,"$211,495",,
Gary Woodland,376,4,0,273/376,11,2,30,56,2009,"$35,678,492",,
Tiger Woods,378,82,12,339/378,31,19,163,199,1996,"$120,999,166",,"2007,2009"
Len Woodward,43,0,0,35/43,0,0,1,4,-,"$7,597",,
Jim Woodward,126,0,0,47/126,1,0,2,3,-,"$394,212",,
Ian Woosnam,113,2,46,65/113,1,3,6,11,-,"$1,696,309",,
Lew Worsham,181,6,0,163/181,5,4,25,51,-,"$299,963",,
Westley Wray,,,,,,,,,,,,
Robert Wrenn,308,1,0,169/308,3,2,7,15,-,"$1,422,635",,
Chase Wright,27,0,0,12/27,0,0,0,2,2019,"$579,935",,
Jim Wright,98,0,0,64/98,0,0,1,6,-,"$52,480",,
Tommy Wright,30,0,0,27/30,1,0,2,3,-,"$3,915",,
Ashun Wu,14,0,6,11/14,0,0,0,0,-,"$76,345",,
Brandon Wu,102,0,0,57/102,2,2,4,9,2022,"$5,109,984",,
Dylan Wu,92,0,0,51/92,0,0,1,4,2022,"$3,328,936",,
Thomas Wulff,26,0,0,18/26,0,0,0,0,-,$931,,
Mark Wurtz,88,0,0,34/88,0,0,0,1,-,"$230,504",,
Bobby Wyatt,34,0,0,10/34,0,0,1,1,2017,"$412,892",,
Bob Wynn,207,1,0,138/207,0,3,10,18,-,"$261,565",,
Lee Wykle,41,0,0,24/41,0,0,0,0,-,"$18,633",,
Mike Wynn,99,0,0,61/99,0,0,0,5,-,"$56,597",,
Dudley Wysong,180,2,0,136/180,2,1,7,16,-,$0,,
Norman Xiong,32,0,0,10/32,0,0,0,1,-,"$412,865",,
Cameron Yancey,25,0,0,5/25,0,0,0,0,-,"$43,810",,
Bert Yancey,365,7,0,278/365,10,11,38,58,-,"$690,337",,
Y.E. Yang,196,2,10,117/196,1,2,7,12,2008,"$8,768,257",,
Cameron Young,85,0,0,65/85,7,2,10,19,2022,"$16,962,333",,
Kaname Yokoo,98,0,0,36/98,1,0,1,5,-,"$1,203,051",,
Wayne Yates,104,0,0,74/104,0,1,1,5,-,"$37,826",,
Carson Young,76,0,0,39/76,1,1,3,6,-,"$3,932,545",,
Kim Young,100,0,0,26/100,0,0,1,1,-,"$98,599",,
Steven Young,4,0,0,1/4,0,0,0,0,-,"$6,480",,
Kevin Yu,71,1,0,36/71,0,2,4,9,2023,"$5,490,938",,
Carl Yuan,65,0,0,25/65,0,0,3,4,2023,"$2,189,372",,
Bruce Zabriski,89,0,0,31/89,0,0,0,0,-,"$171,617",,
Joe Zakarian,53,0,0,36/53,0,1,1,1,-,"$4,341",,
Fabrizio Zanotti,23,0,3,13/23,0,0,0,0,-,"$198,471",,
Will Zalatoris,96,1,0,70/96,5,0,12,21,-,"$19,907,661",,
Steve Zappe,12,1,0,9/12,0,0,3,4,-,$100,,
Joe Zarhardt,72,0,0,67/72,0,2,4,18,-,"$10,767",,
Kermit Zarley,481,3,0,374/481,6,5,22,59,-,"$715,721",,
David Zelinka,,,,,,,,,,,,
Bob Zender,208,0,0,118/208,0,1,4,11,-,"$145,180",,
Larry Ziegler,510,3,0,341/510,2,3,19,42,-,"$726,197",,
Xinjun Zhang,84,0,0,36/84,0,0,2,4,2018,"$1,996,108",,
Al Zimmerman,139,3,0,131/139,2,1,13,31,-,"$17,219",,
Emery Zimmerman,45,0,0,45/45,1,2,4,10,-,"$1,710",,
Eldred Zimmerman,1,1,0,1/1,0,0,1,1,-,$0,,
Robert Zimmerman,63,0,0,42/63,0,0,1,4,-,"$19,910",,
Billy Ziobro,89,0,0,50/89,0,0,2,6,-,"$48,516",,
Fuzzy Zoeller,572,10,3,400/572,19,13,59,100,-,"$5,819,293",,
Richard Zokol,412,1,0,198/412,2,1,11,20,-,"$1,840,397",,
